type_qid;type_label;root_qid;root_label
Q2502230;S-500;Q180684;military conflict
Q163186;S-75 Dvina;Q180684;military conflict
Q60831391;Sabbatarian Pentecostalists, Ukraine;Q180684;military conflict
Q11429084;sakai sōron;Q180684;military conflict
Q7388617;SAM-N-2 Lark;Q180684;military conflict
Q1248258;sanção econômica;Q180684;military conflict
Q3471715;Sanções contra a Coreia do Norte;Q180684;military conflict
Q11396978;sanctions war;Q198;war
Q11396978;sanctions war;Q180684;military conflict
Q11396978;sanctions war;Q350604;battle
Q15734469;Sayyad-1;Q180684;military conflict
Q15712129;Sayyad-2;Q180684;military conflict
Q30093169;Sayyad-3;Q180684;military conflict
Q86663418;Sayyad-4;Q180684;military conflict
Q115775705;Sayyad-4B;Q180684;military conflict
Q126288065;schism from the Catholic Church;Q180684;military conflict
Q126288051;schism in Buddhism;Q180684;military conflict
Q3332105;schisms in early Christianity;Q180684;military conflict
Q7432080;scholastic wrestling;Q180684;military conflict
Q780417;school strike;Q180684;military conflict
Q134553409;Schriever wargame;Q645883;civil conflict
Q685078;Schwingen;Q180684;military conflict
Q131426226;scienticide;Q198;war
Q131426226;scienticide;Q180684;military conflict
Q131426226;scienticide;Q350604;battle
Q2996078;scientific controversy;Q180684;military conflict
Q7433868;Scientology controversies;Q180684;military conflict
Q2878361;Scottish Backhold;Q180684;military conflict
Q2530348;Scouting controversy and conflict;Q180684;military conflict
Q2089676;Sea Cat;Q180684;military conflict
Q2461272;Sea Wolf;Q180684;military conflict
Q106040085;seabed warfare;Q180684;military conflict
Q685067;Seaslug;Q180684;military conflict
Q4122585;second-generation warfare;Q180684;military conflict
Q4122585;second-generation warfare;Q350604;battle
Q133274264;Second-instance court cases in mainland China;Q180684;military conflict
Q2352121;sectarismo;Q180684;military conflict
Q1797871;Senior Guardian;Q180684;military conflict
Q25053005;Sentinel program;Q180684;military conflict
Q2273342;Serhildan;Q180684;military conflict
Q2273342;Serhildan;Q350604;battle
Q104212151;series of wars;Q198;war
Q104212151;series of wars;Q180684;military conflict
Q104212151;series of wars;Q350604;battle
Q2197458;sex scandal;Q180684;military conflict
Q5097924;sexual abuse by UN peacekeepers;Q180684;military conflict
Q109314556;sexual abuse in sport;Q180684;military conflict
Q7458704;Sexual abuse in St. John's archdiocese;Q180684;military conflict
Q7458714;Sexual abuse scandal in Catholic archdiocese of Milwaukee;Q180684;military conflict
Q65121085;sexual abuse scandal in Southern Baptist churches;Q180684;military conflict
Q65555161;Shandong University buddy controversy;Q180684;military conflict
Q7492431;Sheep Wars;Q180684;military conflict
Q106889565;Shindenkai;Q180684;military conflict
Q4191404;ship-launched anti-aircraft missile;Q180684;military conflict
Q10931495;shizoku rebellion;Q180684;military conflict
Q10931495;shizoku rebellion;Q350604;battle
Q11496740;shomu sata;Q180684;military conflict
Q7501875;short range air defence;Q180684;military conflict
Q4277662;short victorious war;Q198;war
Q4277662;short victorious war;Q180684;military conflict
Q4277662;short victorious war;Q350604;battle
Q11496813;shoryō;Q180684;military conflict
Q110419686;show fight;Q180684;military conflict
Q2280140;show of force;Q645883;civil conflict
Q1230072;showdown;Q180684;military conflict
Q280502;Shuai jiao;Q180684;military conflict
Q11450111;shugo-ryō;Q180684;military conflict
Q11521520;shuinchi and kokuinchi;Q180684;military conflict
Q11368736;shukun oshikome;Q180684;military conflict
Q12041935;siege in the Middle Ages;Q180684;military conflict
Q12041935;siege in the Middle Ages;Q645883;civil conflict
Q12041935;siege in the Middle Ages;Q350604;battle
Q12041934;siege warfare in antiquity;Q180684;military conflict
Q12041934;siege warfare in antiquity;Q645883;civil conflict
Q12041934;siege warfare in antiquity;Q350604;battle
Q3625537;Siegecraft in Ancient Greece;Q180684;military conflict
Q3625537;Siegecraft in Ancient Greece;Q645883;civil conflict
Q3625537;Siegecraft in Ancient Greece;Q350604;battle
Q2255532;silent protest;Q180684;military conflict
Q2238766;silent running;Q645883;civil conflict
Q126453973;Silesian Uprisings participants;Q180684;military conflict
Q126453973;Silesian Uprisings participants;Q350604;battle
Q1046469;single combat;Q180684;military conflict
Q16682549;Single-person picket;Q180684;military conflict
Q2279234;sinking exercise;Q645883;civil conflict
Q11498660;sinking in action;Q180684;military conflict
Q11498660;sinking in action;Q645883;civil conflict
Q11498660;sinking in action;Q350604;battle
Q4173940;Sistema Unificado de Comunicação por Satélite;Q180684;military conflict
Q14523556;sit-in;Q180684;military conflict
Q3118398;sitdown strike;Q180684;military conflict
Q909470;ski warfare;Q180684;military conflict
Q4301459;Sky Bow;Q180684;military conflict
Q691737;Skyguard System;Q180684;military conflict
Q109654755;Skyranger 30;Q180684;military conflict
Q7539194;slave raid;Q645883;civil conflict
Q16889816;slow genocide;Q180684;military conflict
Q31351;slowdown;Q180684;military conflict
Q32360778;SM-1;Q180684;military conflict
Q11464774;small claims action;Q180684;military conflict
Q105425009;Social media censorship controversy;Q180684;military conflict
Q12230891;social scandal;Q180684;military conflict
Q126165959;social unrest;Q180684;military conflict
Q7551432;Social unrest in Trinidad and Tobago;Q180684;military conflict
Q131427213;Socio-environmental conflict due to “El Rabanal” real estate megaproject in Algarrobo, Valparaíso Region;Q180684;military conflict
Q131720751;Socio-environmental conflict due to “El Torito” tailings dam at El Soldado Mine, Valparaíso Region;Q180684;military conflict
Q118488481;Socio-environmental conflict due to “Las Vizcachitas” mining project in Putaendo, Valparaíso Region;Q180684;military conflict
Q131470831;Socio-environmental conflict due to hydroelectric power station Alto Maipo, San José de Maipo, Región Metropolitana de Santiago;Q180684;military conflict
Q131142088;socio-environmental conflict due to mega-mining in Andalgalá, Catamarca;Q180684;military conflict
Q131142090;socio-environmental conflict due to mega-mining in Antofagasta de las Sierras, Catamarca;Q180684;military conflict
Q131142091;socio-environmental conflict due to mega-mining in Esquel, Chubut;Q180684;military conflict
Q131142089;socio-environmental conflict due to mega-mining in Fiambalá, Catamarca.;Q180684;military conflict
Q119688239;Socio-environmental conflict due to sacrifice zone in Mejillones, Región of Antofagasta;Q180684;military conflict
Q131426967;Socio-environmental conflict due to sacrifice zone in Tocopilla, Región of Antofagasta;Q180684;military conflict
Q131427316;Socio-environmental conflict due to the “Maratué” real estate megaproject in Puchuncaví, Valparaíso Region;Q180684;military conflict
Q131426835;Socio-environmental conflict due to Thermal power station Andino in Mejillones, Region of Antofagasta;Q180684;military conflict
Q131350434;Socio-environmental conflict due to Thermal power station Angamos in Mejillones, Region of Antofagasta;Q180684;military conflict
Q131426751;Socio-environmental conflict due to thermal power station Cochrane in Mejillones, Region of Antofagasta;Q180684;military conflict
Q131470805;Socio-environmental conflict due to thermal power station Guacolda in Huasco, Region of Atacama;Q180684;military conflict
Q131350402;Socio-environmental conflict due to Thermal power station Hornitos in Mejillones, Region of Antofagasta;Q180684;military conflict
Q131349326;Socio-environmental conflict due to Thermal power station Pacífico in Punta Patillo, Region of Tarapacá;Q180684;military conflict
Q131350339;Socio-environmental conflict due to Thermal power station Patache in Puerto Patache, Region of Tarapacá;Q180684;military conflict
Q131470770;Socio-environmental conflict due to thermal power station Punta Alcalde in Huasco, Region of Atacama;Q180684;military conflict
Q131470849;Socio-environmental conflict due to thermal power station, Constitución, Region of Maule;Q180684;military conflict
Q118488370;Socio-environmental conflict due to urbanization in Dunas de Concón, Valparaíso Region;Q180684;military conflict
Q131427383;Socio-environmental conflict due to urbanization in Los Molles, Valparaíso Region;Q180684;military conflict
Q131303919;Socio-environmental conflict due to urbanization in Punta de Fraile, Valparaíso Region;Q180684;military conflict
Q131720752;Socio-environmental conflict over mining exploration project in Parque Andino Juncal, Valparaiso Region;Q180684;military conflict
Q131427890;Socio-environmental conflict over real estate projects in Paso Hondo, Valparaíso Region;Q180684;military conflict
Q129093608;Socio-environmental conflict over real estate projects in Tunquén, Valparaíso Region;Q180684;military conflict
Q130373896;Socio-environmental conflict over San Antonio external megaport, Valparaíso Region;Q180684;military conflict
Q131427564;Socio-environmental conflict over social housing megaproject in Quebrada El Olivar, Valparaíso Region;Q180684;military conflict
Q131427436;Socio-environmental conflict over the “Punta Pite” real estate project in Papudo, Valparaíso Region;Q180684;military conflict
Q119688099;Socio-environmental conflicts in Chile;Q180684;military conflict
Q7554388;Software wars;Q180684;military conflict
Q11703975;Sokamuturra;Q180684;military conflict
Q20045350;sōkoku-ikki;Q180684;military conflict
Q20045350;sōkoku-ikki;Q645883;civil conflict
Q20045350;sōkoku-ikki;Q350604;battle
Q125107;solidarity action;Q180684;military conflict
Q117863659;solved cold case;Q180684;military conflict
Q4429478;Sosna-R;Q180684;military conflict
Q17069171;South Korean nuclear scandal;Q180684;military conflict
Q136305847;Southern Griffin;Q645883;civil conflict
Q64044640;Soviet citizen movement;Q180684;military conflict
Q106635994;Soviet public trials against foreign military perpetrators (1943—1949);Q180684;military conflict
Q2306437;Spada;Q180684;military conflict
Q12055541;Spanilé jízdy;Q645883;civil conflict
Q2640883;Spanish-style bullfighting;Q180684;military conflict
Q115755337;spelling dispute;Q180684;military conflict
Q55137157;spinning bee;Q180684;military conflict
Q7579940;sports riot;Q180684;military conflict
Q2706803;Sprint;Q180684;military conflict
Q1157008;Spyder;Q180684;military conflict
Q106485879;Squatting in Cambodia;Q180684;military conflict
Q106085603;Squatting in Chile;Q180684;military conflict
Q110004630;Squatting in Croatia;Q180684;military conflict
Q105925311;Squatting in Fiji;Q180684;military conflict
Q106129858;Squatting in Guyana;Q180684;military conflict
Q106209549;Squatting in Honduras;Q180684;military conflict
Q106209475;Squatting in Iran;Q180684;military conflict
Q106405978;Squatting in Pakistan;Q180684;military conflict
Q117798899;Squatting in Romania;Q180684;military conflict
Q105906676;Squatting in Serbia;Q180684;military conflict
Q106245835;Squatting in Sudan;Q180684;military conflict
Q106113509;Squatting in Suriname;Q180684;military conflict
Q106485870;Squatting in Thailand;Q180684;military conflict
Q2155825;squatting in the Netherlands;Q180684;military conflict
Q106512281;Squatting in Tunisia;Q180684;military conflict
Q105990703;Squatting in Vanuatu;Q180684;military conflict
Q106001160;Squatting in Zimbabwe;Q180684;military conflict
Q715774;Ssireum;Q180684;military conflict
Q1888541;Starburst;Q180684;military conflict
Q2302329;Starstreak;Q180684;military conflict
Q1639256;stasis;Q198;war
Q1639256;stasis;Q180684;military conflict
Q1639256;stasis;Q350604;battle
Q117389020;state in American Civil War;Q180684;military conflict
Q3406090;state-sponsored terrorism;Q645883;civil conflict
Q17107941;Stay away;Q180684;military conflict
Q116146212;steel industry strike;Q180684;military conflict
Q923844;Stenka;Q180684;military conflict
Q19878453;sterilization of Native American women;Q180684;military conflict
Q30895192;Stinger Alternate;Q180684;military conflict
Q18657996;stopping the market;Q180684;military conflict
Q55807387;Storms in the South;Q180684;military conflict
Q7621825;strategic bombing during World War I;Q180684;military conflict
Q7621825;strategic bombing during World War I;Q645883;civil conflict
Q7621825;strategic bombing during World War I;Q350604;battle
Q72850604;street blockade;Q180684;military conflict
Q99959001;street name controversy;Q180684;military conflict
Q115903339;street railroad strike;Q180684;military conflict
Q7623077;Streetcar strikes in the United States;Q180684;military conflict
Q160810;Strela 2;Q180684;military conflict
Q89065286;strikes during the COVID-19 pandemic;Q180684;military conflict
Q122624883;strong style;Q180684;military conflict
Q7627882;student riot;Q180684;military conflict
Q11612571;Subcritical experiment;Q645883;civil conflict
Q1757301;submarine warfare;Q180684;military conflict
Q196092;submission;Q180684;military conflict
Q1999695;Submission wrestling;Q180684;military conflict
Q196249;Submissões de wrestling profissional;Q180684;military conflict
Q1060330;subversão;Q180684;military conflict
Q15813155;succession controversy;Q180684;military conflict
Q7633294;Sudan Air Campaign;Q180684;military conflict
Q3502977;suerte;Q180684;military conflict
Q133441842;Suicide cases in mainland China;Q180684;military conflict
Q360632;suicide mission;Q645883;civil conflict
Q59369;SummerSlam 2003;Q180684;military conflict
Q2293072;Suplex;Q180684;military conflict
Q1310978;suppression of enemy air defenses;Q180684;military conflict
Q114079647;Supreme Court of Ghana decision;Q180684;military conflict
Q96251253;Supreme Court of Israel decision;Q180684;military conflict
Q125677284;Supreme court of Nigeria case;Q180684;military conflict
Q3560882;surface warfare;Q180684;military conflict
Q336710;surgical strike;Q180684;military conflict
Q336710;surgical strike;Q645883;civil conflict
Q336710;surgical strike;Q350604;battle
Q117304574;Sushi terrorism;Q180684;military conflict
Q56704157;swiss federal court decision;Q180684;military conflict
Q4448844;T382;Q180684;military conflict
Q22101363;Ta-zhi case;Q180684;military conflict
Q60617;Tables, Ladders, and Chairs match;Q180684;military conflict
Q3997846;tactical airlift;Q645883;civil conflict
Q96407570;Taer 2;Q180684;military conflict
Q636270;Taifun;Q180684;military conflict
Q119586659;Taiwan Constitutional Court judgement;Q180684;military conflict
Q123398707;Taiwan Constitutional Court ruling;Q180684;military conflict
Q119586705;Taiwan Constitutional Court's Decisions;Q180684;military conflict
Q28169595;Talaash;Q180684;military conflict
Q135467957;tank battle;Q180684;military conflict
Q135467957;tank battle;Q178561;rebellion
Q135467957;tank battle;Q645883;civil conflict
Q135467957;tank battle;Q350604;battle
Q3981030;Taran;Q180684;military conflict
Q20061441;tarracá;Q180684;military conflict
Q6024855;tax riot;Q180684;military conflict
Q11497058;te-waza;Q180684;military conflict
Q116885608;teacher strike;Q180684;military conflict
Q7691643;Team conflict;Q180684;military conflict
Q718893;teatro de operações;Q180684;military conflict
Q718893;teatro de operações;Q350604;battle
Q649595;Tegumi;Q180684;military conflict
Q7698940;temporal war;Q180684;military conflict
Q112119704;Tencent controversies;Q180684;military conflict
Q3518201;tenência;Q180684;military conflict
Q1685411;tenryō;Q180684;military conflict
Q17225815;tenshin;Q645883;civil conflict
Q25906438;tentativa de golpe de Estado;Q180684;military conflict
Q25906438;tentativa de golpe de Estado;Q350604;battle
Q221382;Tentativa de golpe de Estado na União Soviética em 1991;Q180684;military conflict
Q29933858;territorial claim;Q180684;military conflict
Q1503926;territorial claims in the Arctic;Q180684;military conflict
Q19705370;territorial dispute of Russia;Q180684;military conflict
Q20982973;territorial disputes of Japan;Q180684;military conflict
Q18409471;territorial disputes of Russia;Q180684;military conflict
Q4456192;territorial disputes of the People's Republic of China;Q180684;military conflict
Q118907918;territorial disputes of the Republic of China;Q180684;military conflict
Q28710139;territorial expansion;Q180684;military conflict
Q2342867;Terrorismo palestino;Q180684;military conflict
Q124004907;Terrorist attacks against Israelis during the First Intifada;Q180684;military conflict
Q110350343;terrorist attacks against Israelis in 2022;Q180684;military conflict
Q116455963;terrorist attacks against Israelis in 2023;Q180684;military conflict
Q210112;teste nuclear;Q645883;civil conflict
Q11499348;textbook controversy;Q180684;military conflict
Q116225248;textile industry strike;Q180684;military conflict
Q793818;The Battles of Beruna;Q180684;military conflict
Q125552320;The Church of Jesus Christ of Latter-day Saints theology;Q180684;military conflict
Q4499387;The Holocaust in Austria;Q180684;military conflict
Q2478315;The Holocaust in Belarus;Q180684;military conflict
Q10293068;The Holocaust in Bohemia and Moravia;Q180684;military conflict
Q85227623;The Holocaust in East Upper Silesia;Q180684;military conflict
Q4499404;The Holocaust in France;Q180684;military conflict
Q3188158;The Holocaust in Germany;Q180684;military conflict
Q4499391;The Holocaust in Greece;Q180684;military conflict
Q926080;the Holocaust in Hungary;Q180684;military conflict
Q4499393;The Holocaust in Italy;Q180684;military conflict
Q4499395;The Holocaust in Latvia;Q180684;military conflict
Q4499394;The Holocaust in Luxembourg;Q180684;military conflict
Q60745735;The Holocaust in Slovakia;Q180684;military conflict
Q4137724;The Holocaust in the Baranavichy District;Q180684;military conflict
Q19692663;The Holocaust in the Byaroza District;Q180684;military conflict
Q4137729;The Holocaust in the Byerazino District;Q180684;military conflict
Q117066804;The Holocaust in the Crimea;Q180684;military conflict
Q21559019;The Holocaust in the Kamyenyets District;Q180684;military conflict
Q5863813;The policy of exporting the Islamic Revolution;Q180684;military conflict
Q12005316;theater brawl;Q180684;military conflict
Q104705174;theological controversy;Q180684;military conflict
Q2419033;theomachy;Q180684;military conflict
Q7782444;Theory of obligationes;Q180684;military conflict
Q4122599;third-generation warfare;Q180684;military conflict
Q4122599;third-generation warfare;Q350604;battle
Q118412010;This profile has had a significant increase in reviews;Q180684;military conflict
Q24841189;Tien Kung Ⅱ;Q180684;military conflict
Q24841188;Tien Kung Ⅲ;Q180684;military conflict
Q2406205;Tiroteio;Q180684;military conflict
Q7809293;Tirthika;Q180684;military conflict
Q20755546;tithing in Mormonism;Q180684;military conflict
Q11490312;tokusei-ikki;Q180684;military conflict
Q11490312;tokusei-ikki;Q645883;civil conflict
Q11490312;tokusei-ikki;Q350604;battle
Q116961260;Tor-M2DT;Q180684;military conflict
Q16616368;toreo cómico;Q180684;military conflict
Q6149124;Toreo de la vincha;Q180684;military conflict
Q1770779;Toro embolado;Q180684;military conflict
Q5861858;Toro enmaromado;Q180684;military conflict
Q21027484;Toro-piscine;Q180684;military conflict
Q2444392;torpedo;Q180684;military conflict
Q50295027;torpedo attack;Q180684;military conflict
Q50295027;torpedo attack;Q645883;civil conflict
Q50295027;torpedo attack;Q350604;battle
Q18015660;torpedo bombing;Q180684;military conflict
Q18015660;torpedo bombing;Q645883;civil conflict
Q18015660;torpedo bombing;Q350604;battle
Q184940;tourada;Q180684;military conflict
Q2374581;Tourada;Q180684;military conflict
Q1631955;Tourada à corda;Q180684;military conflict
Q16049382;TPAJAX;Q180684;military conflict
Q100327107;trademark dispute;Q180684;military conflict
Q49095175;träffning;Q180684;military conflict
Q49095175;träffning;Q178561;rebellion
Q49095175;träffning;Q645883;civil conflict
Q49095175;träffning;Q350604;battle
Q107453693;Trans* March;Q180684;military conflict
Q2736535;transmissões;Q180684;military conflict
Q11561932;transoceanic bombing;Q180684;military conflict
Q11561932;transoceanic bombing;Q645883;civil conflict
Q11561932;transoceanic bombing;Q350604;battle
Q256905;transporte aéreo tático;Q645883;civil conflict
Q811531;Tree sitting;Q180684;military conflict
Q123348093;trial of Françoise Bonvin;Q180684;military conflict
Q1961430;Trials against Nazi Crimes;Q180684;military conflict
Q2375061;triângulo;Q180684;military conflict
Q14705398;Trinity Baptist Church sex scandal (Concord, New Hampshire);Q180684;military conflict
Q12432833;Trishul;Q180684;military conflict
Q11422932;tsuchi-ikki;Q180684;military conflict
Q11422932;tsuchi-ikki;Q645883;civil conflict
Q11422932;tsuchi-ikki;Q350604;battle
Q11070774;Tsui Po-ko case;Q180684;military conflict
Q9362661;Tumult;Q180684;military conflict
Q7854874;turf war;Q180684;military conflict
Q113510194;Turkmen Goresh;Q180684;military conflict
Q21213456;TV reality show controversy;Q180684;military conflict
Q21213179;TV show controversy;Q180684;military conflict
Q7859368;Two by Twos;Q180684;military conflict
Q16145203;Type 11 Surface-to-Air Missile;Q180684;military conflict
Q385077;Type 3 Chū-SAM;Q180684;military conflict
Q863729;Type 91 (míssel);Q180684;military conflict
Q863075;Type 93 (míssel);Q180684;military conflict
Q111448505;type of protest;Q180684;military conflict
Q6994626;Tzefa Shiryon;Q180684;military conflict
Q11393845;uchi-geba;Q180684;military conflict
Q11497203;uchikowashi;Q180684;military conflict
Q1771272;Uki-otoshi;Q180684;military conflict
Q129550387;Ukraine and electronic warfare;Q180684;military conflict
Q498182;Ulchi-Freedom Guardian;Q645883;civil conflict
Q2302835;Umkhonto;Q180684;military conflict
Q3058675;underground nuclear weapons test;Q645883;civil conflict
Q4367188;underwater nuclear explosion;Q645883;civil conflict
Q7883883;underwater warfare;Q180684;military conflict
Q818545;United Nations Observer Mission;Q645883;civil conflict
Q3474978;United States Army beef scandal;Q180684;military conflict
Q85811481;United States presidential impeachment;Q180684;military conflict
Q19692072;United States Supreme Court decision;Q180684;military conflict
Q55636710;unity of the intellect;Q180684;military conflict
Q7897387;unrest;Q180684;military conflict
Q11519624;unsolved crime;Q180684;military conflict
Q19393843;unsolved murder;Q180684;military conflict
Q7900161;urban riot;Q180684;military conflict
Q42531060;USA Gymnastics sex abuse scandal;Q180684;military conflict
Q17028978;use of chemical weapons in the Syrian civil war;Q180684;military conflict
Q11570011;ushi no tsunotsuki;Q180684;military conflict
Q6652925;Utthalum;Q180684;military conflict
Q11488325;uwanari-uchi;Q180684;military conflict
Q38623210;V-611;Q180684;military conflict
Q18487092;V-750;Q180684;military conflict
Q105750245;vaccinegate;Q180684;military conflict
Q4382293;Valais witch trials;Q180684;military conflict
Q5981996;Valtu;Q180684;military conflict
Q467033;vendeta;Q180684;military conflict
Q98936066;Venezuela e o terrorismo patrocinado pelo Estado;Q645883;civil conflict
Q12072096;VERTREP;Q645883;civil conflict
Q137030;Vi et armis;Q180684;military conflict
Q1412362;video game controversies;Q180684;military conflict
Q122937574;video game controversy;Q180684;military conflict
Q2006536;Videoscandals;Q180684;military conflict
Q13634374;violência étnica;Q180684;military conflict
Q6589923;violência étnica no Sudão do Sul;Q180684;military conflict
Q2001756;violência no futebol;Q180684;military conflict
Q3774758;violência sectária;Q180684;military conflict
Q7444557;violência sectária entre muçulmanos;Q180684;military conflict
Q1751831;Violência urbana;Q180684;military conflict
Q115431196;violent conflict;Q180684;military conflict
Q11515007;violent revolution;Q180684;military conflict
Q13048421;Visigothic arianism;Q180684;military conflict
Q7936275;visit, board, search, and seizure;Q645883;civil conflict
Q6812827;voto de protesto;Q180684;military conflict
Q115804274;VSHORAD;Q180684;military conflict
Q113541081;VSM-1 mine system;Q645883;civil conflict
Q23058456;Walk to Work protest;Q180684;military conflict
Q685160;Walkout;Q180684;military conflict
Q11353805;Wan An Exercise;Q645883;civil conflict
Q127260473;war;Q180684;military conflict
Q127260473;war;Q350604;battle
Q1265353;war crimes trial;Q180684;military conflict
Q5666568;war in the World of Ice and Fire;Q180684;military conflict
Q3119022;war of pacification;Q198;war
Q3119022;war of pacification;Q180684;military conflict
Q3119022;war of pacification;Q350604;battle
Q123517489;war on the woods;Q180684;military conflict
Q105370834;war phase;Q198;war
Q105370834;war phase;Q180684;military conflict
Q105370834;war phase;Q350604;battle
Q104875634;Warfare in Sumer;Q180684;military conflict
Q5887925;Wars between the valar and Melkor;Q180684;military conflict
Q130525743;wars of individual sovereign;Q198;war
Q130525743;wars of individual sovereign;Q180684;military conflict
Q130525743;wars of individual sovereign;Q350604;battle
Q620347;Wasserfall;Q180684;military conflict
Q2464727;water conflict;Q180684;military conflict
Q7973470;Water conflict in the Middle East and North Africa;Q180684;military conflict
Q136400771;weaponization of information;Q198;war
Q136400771;weaponization of information;Q180684;military conflict
Q136400771;weaponization of information;Q350604;battle
Q4543437;Wednesday Demonstration;Q180684;military conflict
Q98246204;Wheel war;Q180684;military conflict
Q7993766;Whipsaw strike;Q180684;military conflict
Q31074642;Whistling at the Spanish national anthem;Q180684;military conflict
Q105151488;Wikipedia controversy;Q180684;military conflict
Q111750056;Windsor Witches;Q180684;military conflict
Q1299275;WINTEX;Q645883;civil conflict
Q110923162;witch hunts in Davensberg;Q180684;military conflict
Q19902850;witch trial;Q180684;military conflict
Q97135699;Witch trials in Nysa;Q180684;military conflict
Q86662406;Witch Trials in Vaud;Q180684;military conflict
Q66458810;witchcraft investigation;Q180684;military conflict
Q8029782;wolf-baiting;Q180684;military conflict
Q111916156;women's freestyle wrestling;Q180684;military conflict
Q11446353;women's professional wrestling;Q180684;military conflict
Q12057768;world communist revolution;Q180684;military conflict
Q8037702;wrecking amendment;Q180684;military conflict
Q131359;wrestling profissional;Q180684;military conflict
Q1785362;Wristlock;Q180684;military conflict
Q131624844;wrongful conviction;Q180684;military conflict
Q113994878;Wycliffism;Q180684;military conflict
Q18204913;X Band Satellite Communication;Q180684;military conflict
Q104518955;Xiaomi controversies;Q180684;military conflict
Q3820346;XLIM-49 Nike-Zeus;Q180684;military conflict
Q101145633;XLIM-49A Nike-Zeus;Q180684;military conflict
Q8046249;Ya Zahra air defense system;Q180684;military conflict
Q296721;yağlı güreş;Q180684;military conflict
Q123155303;Yaroslav Hunka scandal;Q180684;military conflict
Q528542;Yáwar Fiesta;Q180684;military conflict
Q11362482;yonaoshi-ikki;Q180684;military conflict
Q11362482;yonaoshi-ikki;Q645883;civil conflict
Q11362482;yonaoshi-ikki;Q350604;battle
Q120379823;youth unrest;Q180684;military conflict
Q51390076;Zagłebie Critical Mass;Q180684;military conflict
Q131918241;zandaqa;Q180684;military conflict
Q10553801;Zapad;Q645883;civil conflict
Q192028;Zersetzung;Q180684;military conflict
Q192028;Zersetzung;Q645883;civil conflict
